Driver Status Infomation,CarNum,AccStep,BrkStep,WheelStep,DirLightStep,Speed,AreaNum
20160101000552,T0008,4,0,F,N,31,A02
20160101000552,F0007,3,0,F,N,13,A09
20160101000556,H0002,1,0,F,N,105,D01
20160101000552,D0009,0,1,R3,R,33,B06
20160101000556,H0003,0,0,F,N,20,C08
20160101000554,L0006,1,0,F,N,30,D04
20160101000552,K0010,0,0,F,N,13,E06
20160101000554,B0005,0,2,F,N,27,E10
20160101000558,D0001,1,0,R2,R,75,C05
20160101000556,C0004,1,0,L1,N,123,E10
20160101000554,T0008,1,0,F,N,36,A02
20160101000554,F0007,0,1,F,N,3,A07
20160101000558,H0002,0,1,F,N,95,D08
20160101000554,D0009,1,0,F,N,38,B02
20160101000558,H0003,0,0,R3,R,20,C09
20160101000556,L0006,1,0,R2,R,35,D05
20160101000554,K0010,1,0,R3,R,18,E02
20160101000556,B0005,0,2,F,N,0,E04
20160101000600,D0001,3,0,R3,R,90,C10
20160101000558,C0004,4,0,F,N,153,E02
20160101000556,T0008,1,0,F,N,41,A07
20160101000556,F0007,0,2,F,N,0,A07
20160101000600,H0002,1,0,F,N,100,D04
20160101000556,D0009,1,0,R2,R,12,B09
20160101000600,H0003,0,0,F,N,20,C03
20160101000558,L0006,0,0,F,N,35,D06
20160101000556,K0010,3,0,F,N,33,E01
20160101000558,B0005,1,0,F,N,5,E08
20160101000602,D0001,5,0,R3,R,115,C05
20160101000600,C0004,0,3,L1,R,133,E08
20160101000558,T0008,0,1,F,N,31,A04
20160101000558,F0007,3,0,F,N,4,A05
20160101000602,H0002,2,0,F,N,33,D05
20160101000558,D0009,1,0,F,N,17,B08
20160101000602,H0003,0,1,F,N,10,C07
20160101000600,L0006,1,0,F,N,40,D06
20160101000558,K0010,0,2,F,N,13,E08
20160101000600,B0005,1,0,F,N,10,E09
20160101000604,D0001,3,0,R1,R,39,C08
20160101000602,C0004,1,0,F,R,138,E06
20160101000600,T0008,3,0,L1,L,46,A06
20160101000600,F0007,0,0,R2,R,4,A03
20160101000604,H0002,0,0,F,N,33,D03
20160101000600,D0009,0,1,L1,L,7,B07
20160101000604,H0003,0,1,F,N,0,C04
20160101000602,L0006,0,0,F,N,40,D08
20160101000600,K0010,0,0,F,N,13,E06
20160101000602,B0005,1,0,R1,R,15,E06
20160101000606,D0001,3,0,L1,L,54,C05
20160101000604,C0004,3,0,F,N,158,E04
20160101000602,F0007,1,0,L2,L,9,A02
20160101000602,T0008,0,1,L1,L,36,A09
20160101000602,D0009,1,0,F,N,12,B08
20160101000606,H0002,3,0,R1,R,48,D10
20160101000604,L0006,5,0,L2,L,65,D04
20160101000606,H0003,1,0,R1,R,5,C05
20160101000602,K0010,1,0,F,N,18,E09
20160101000604,B0005,3,0,L2,L,30,E08
20160101000608,D0001,1,0,R1,R,59,C04
20160101000606,C0004,3,0,F,N,178,E01
20160101000604,T0008,0,0,F,N,10,A06
20160101000604,F0007,1,0,L2,L,4,A01
20160101000608,H0002,3,0,F,N,63,D04
20160101000604,D0009,2,0,F,N,22,B10
20160101000608,H0003,0,1,L1,L,0,C02
20160101000606,L0006,2,0,F,N,75,D03
20160101000604,K0010,3,0,F,N,33,E02
20160101000606,B0005,2,0,L3,L,40,E02
20160101000610,D0001,1,0,F,N,64,C01
20160101000608,C0004,3,0,F,N,198,E02
20160101000606,F0007,0,1,L3,L,0,A10
20160101000606,T0008,0,0,F,N,3,A10
20160101000610,H0002,0,0,F,N,63,D02
20160101000606,D0009,2,0,F,N,32,B08
20160101000610,H0003,0,1,F,N,0,C08
20160101000608,L0006,0,1,F,N,65,D07
20160101000606,K0010,3,0,R1,R,48,E06
20160101000608,B0005,0,2,F,N,20,E06
20160101000612,D0001,1,0,R2,R,69,C03
20160101000610,C0004,3,0,F,N,218,E05
20160101000608,T0008,0,0,F,N,0,A04
20160101000608,F0007,2,0,F,N,10,A02
20160101000612,H0002,1,0,F,N,68,D03
20160101000608,D0009,0,1,F,N,22,B03
20160101000610,L0006,1,0,R2,R,70,D03
20160101000612,H0003,0,0,F,N,0,C09
20160101000608,K0010,1,0,F,N,53,E06
20160101000610,B0005,3,0,R1,R,35,E10
20160101000614,D0001,2,0,F,N,79,C03
20160101000612,C0004,3,0,F,N,238,E01
20160101000610,F0007,0,1,F,N,0,A09
20160101000610,T0008,3,0,F,N,15,A06
20160101000614,H0002,0,0,F,N,68,D01
20160101000610,D0009,0,2,F,N,2,B04
20160101000612,L0006,3,0,F,N,85,D05
20160101000614,H0003,1,0,F,N,1,C02
20160101000610,K0010,0,0,F,N,53,E08
20160101000612,B0005,3,0,L1,L,50,E02
20160101000616,D0001,1,0,F,N,84,C06
20160101000614,C0004,3,0,R3,N,250,E05
20160101000612,T0008,0,2,R3,R,0,A06
20160101000612,F0007,3,0,R2,R,15,A09
20160101000612,D0009,1,0,F,N,7,B07
20160101000616,H0002,1,0,F,N,73,D06
20160101000616,H0003,1,0,R3,R,6,C07
20160101000614,L0006,3,0,F,N,100,D04
20160101000612,K0010,1,0,F,N,58,E07
20160101000614,B0005,2,0,L1,L,60,E02
20160101000618,D0001,0,0,L2,L,84,C05
20160101000616,C0004,0,3,F,N,230,E06
20160101000614,T0008,3,0,R1,R,15,A09
20160101000614,F0007,5,0,F,N,40,A03
20160101000614,D0009,0,0,F,N,7,B02
20160101000618,H0002,0,1,R3,R,63,D04
20160101000616,L0006,2,0,F,N,110,D09
20160101000618,H0003,0,1,F,N,0,C03
20160101000614,K0010,2,0,R1,R,68,E05
20160101000616,B0005,3,0,F,N,75,E05
20160101000620,D0001,1,0,F,N,89,C04
20160101000618,C0004,5,0,R2,N,250,E04
20160101000616,T0008,0,3,F,N,0,A09
20160101000616,F0007,0,0,F,N,40,A01
20160101000616,D0009,1,0,R1,R,12,B06
20160101000620,H0002,0,2,R3,R,43,D04
20160101000618,L0006,0,1,L2,L,100,D07
20160101000620,H0003,0,0,R3,R,0,C05
20160101000616,K0010,5,0,R2,R,27,E08
20160101000618,B0005,3,0,F,N,90,E06
20160101000622,D0001,0,0,F,N,26,C10
20160101000620,C0004,3,0,F,N,75,E08
20160101000618,T0008,2,0,L1,L,10,A07
20160101000618,F0007,0,1,F,N,30,A08
20160101000618,D0009,1,0,F,N,17,B08
20160101000622,H0002,3,0,R1,R,58,D08
20160101000620,L0006,3,0,F,N,115,D08
20160101000622,H0003,3,0,L2,L,15,C03
20160101000618,K0010,1,0,F,N,32,E09
20160101000620,B0005,0,1,F,N,80,E02
20160101000624,D0001,0,1,L2,L,16,C03
20160101000622,C0004,1,0,F,N,24,E06
20160101000620,T0008,3,0,F,N,25,A02
20160101000620,F0007,1,0,F,N,35,A09
20160101000620,D0009,2,0,L1,L,27,B08
20160101000624,H0002,2,0,F,N,20,D01
20160101000624,H0003,3,0,F,N,9,C05
20160101000622,L0006,3,0,F,N,130,D03
20160101000620,K0010,0,2,R3,R,12,E10
20160101000622,B0005,3,0,F,N,95,E02
20160101000626,D0001,1,0,F,N,21,C09
20160101000624,C0004,2,0,R2,N,34,E08
20160101000622,F0007,0,1,F,N,25,A07
20160101000622,T0008,2,0,F,N,35,A06
20160101000626,H0002,0,1,L2,L,10,D01
20160101000622,D0009,3,0,F,N,42,B10
20160101000626,H0003,1,0,F,N,4,C08
20160101000624,L0006,1,0,F,N,135,D10
20160101000622,K0010,0,1,F,N,2,E08
20160101000624,B0005,1,0,F,N,100,E03
20160101000628,D0001,0,2,F,N,1,C09
20160101000626,C0004,0,0,F,N,34,E02
20160101000624,F0007,0,0,F,N,25,A04
20160101000624,T0008,0,1,F,N,25,A05
20160101000624,D0009,1,0,F,N,47,B04
20160101000628,H0002,5,0,F,N,35,D02
20160101000626,L0006,5,0,R2,R,160,D03
20160101000628,H0003,0,1,F,N,0,C02
20160101000624,K0010,0,1,F,N,0,E08
20160101000626,B0005,5,0,F,N,37,E02
20160101000630,D0001,3,0,F,N,16,C03
20160101000628,C0004,3,0,L1,N,54,E10
20160101000626,F0007,1,0,F,N,30,A07
20160101000626,T0008,0,1,F,N,15,A06
20160101000630,H0002,0,0,R3,R,35,D04
20160101000626,D0009,3,0,L3,L,18,B03
20160101000630,H0003,1,0,F,N,5,C09
20160101000628,L0006,3,0,F,N,175,D10
20160101000626,K0010,1,0,F,N,5,E03
20160101000628,B0005,3,0,R1,R,52,E03
20160101000632,D0001,0,1,L1,L,0,C06
20160101000628,T0008,3,0,F,N,30,A05
20160101000628,F0007,1,0,R2,R,10,A01
20160101000630,C0004,4,0,F,N,84,E07
20160101000628,D0009,1,0,F,N,23,B02
20160101000632,H0002,1,0,F,N,40,D02
20160101000630,L0006,0,0,R1,R,175,D08
20160101000632,H0003,3,0,F,N,20,C05
20160101000628,K0010,1,0,F,N,3,E10
20160101000630,B0005,0,2,F,N,32,E09
20160101000634,D0001,3,0,L2,L,15,C10
20160101000630,F0007,1,0,F,N,15,A01
20160101000630,T0008,0,1,F,N,20,A05
20160101000632,C0004,1,0,R1,R,89,E06
20160101000634,H0002,3,0,F,N,55,D09
20160101000630,D0009,0,1,R3,R,13,B05
20160101000634,H0003,1,0,F,N,25,C04
20160101000632,L0006,1,0,R1,R,180,D06
20160101000630,K0010,0,2,F,N,0,E05
20160101000632,B0005,3,0,L3,L,14,E05
20160101000636,D0001,2,0,F,N,25,C05
20160101000632,F0007,3,0,F,N,30,A08
20160101000632,T0008,0,1,F,N,10,A03
20160101000634,C0004,3,0,F,L,109,E09
20160101000632,D0009,1,0,F,N,18,B05
20160101000636,H0002,2,0,F,N,65,D09
20160101000634,L0006,1,0,L3,L,55,D07
20160101000636,H0003,1,0,F,N,30,C08
20160101000632,K0010,3,0,F,N,15,E01
20160101000634,B0005,0,3,R1,R,0,E01
20160101000638,D0001,3,0,F,N,40,C09
20160101000634,T0008,0,2,F,N,0,A06
20160101000634,F0007,3,0,L3,L,45,A02
20160101000636,C0004,0,2,F,N,99,E02
20160101000638,H0002,1,0,F,N,70,D02
20160101000634,D0009,0,0,F,N,5,B09
20160101000638,H0003,1,0,L2,L,35,C03
20160101000636,L0006,0,0,F,N,55,D10
20160101000634,K0010,0,0,F,N,4,E06
20160101000636,B0005,1,0,F,N,5,E07
20160101000640,D0001,2,0,F,N,15,C04
20160101000636,F0007,5,0,F,N,70,A10
20160101000636,T0008,3,0,F,N,15,A09
20160101000638,C0004,0,0,R3,N,99,E06
20160101000640,H0002,0,1,L2,L,60,D10
20160101000636,D0009,0,3,F,N,0,B10
20160101000640,H0003,4,0,F,N,55,C04
20160101000638,L0006,1,0,F,N,18,D05
20160101000636,K0010,1,0,L1,L,9,E06
20160101000638,B0005,2,0,R3,R,4,E07
20160101000642,D0001,3,0,L3,L,30,C09
20160101000638,F0007,1,0,F,N,75,A07
20160101000638,T0008,1,0,R2,R,20,A01
20160101000640,C0004,4,0,R2,L,129,E02
20160101000642,H0002,1,0,F,N,65,D05
20160101000638,D0009,0,1,F,N,0,B06
20160101000642,H0003,2,0,F,N,65,C01
20160101000640,L0006,0,0,F,N,5,D05
20160101000638,K0010,0,1,L1,L,0,E03
20160101000640,B0005,5,0,R2,R,29,E07
20160101000644,D0001,0,2,F,N,10,C07
20160101000640,F0007,1,0,F,N,80,A07
20160101000640,T0008,3,0,F,N,10,A10
20160101000642,C0004,3,0,F,L,149,E09
20160101000644,H0002,4,0,F,N,85,D04
20160101000640,D0009,0,2,F,N,0,B09
20160101000644,H0003,3,0,L2,L,80,C01
20160101000642,L0006,1,0,F,N,10,D01
20160101000640,K0010,0,1,R3,R,0,E10
20160101000642,B0005,1,0,F,N,34,E04
20160101000646,D0001,1,0,F,N,15,C01
20160101000642,T0008,1,0,F,N,15,A04
20160101000644,C0004,5,0,F,N,189,E02
20160101000642,F0007,0,1,F,N,70,A09
20160101000642,D0009,1,0,F,N,5,B04
20160101000646,H0002,5,0,F,N,110,D09
20160101000644,L0006,0,3,F,N,0,D07
20160101000646,H0003,0,1,F,N,70,C03
20160101000642,K0010,1,0,L1,L,5,E01
20160101000644,B0005,3,0,F,N,49,E06
20160101000648,D0001,1,0,F,N,20,C08
20160101000646,C0004,0,2,F,N,179,E04
20160101000644,F0007,4,0,F,N,27,A08
20160101000644,T0008,1,0,F,N,20,A01
20160101000648,H0002,0,1,L2,L,100,D04
20160101000644,D0009,5,0,F,N,30,B06
20160101000646,L0006,0,0,F,N,0,D06
20160101000648,H0003,2,0,R2,R,80,C03
20160101000644,K0010,1,0,F,N,10,E02
20160101000646,B0005,0,3,F,N,19,E03
20160101000650,D0001,0,2,R3,R,0,C08
20160101000648,C0004,1,0,L3,N,184,E10
20160101000646,T0008,1,0,F,N,25,A03
20160101000646,F0007,1,0,L2,L,32,A07
20160101000650,H0002,0,3,F,N,0,D08
20160101000646,D0009,3,0,F,N,45,B02
20160101000650,H0003,1,0,R3,R,25,C02
20160101000648,L0006,3,0,F,N,15,D03
20160101000646,K0010,3,0,F,N,25,E02
20160101000648,B0005,3,0,R2,R,34,E07
20160101000652,D0001,1,0,R1,R,5,C02
20160101000648,F0007,0,2,R1,R,12,A10
20160101000648,T0008,1,0,F,N,30,A07
20160101000650,C0004,1,0,F,L,189,E09
20160101000648,D0009,1,0,F,N,50,B05
20160101000652,H0002,1,0,R1,R,5,D10
20160101000652,H0003,0,1,F,N,15,C03
20160101000650,L0006,0,0,F,N,15,D06
20160101000648,K0010,0,2,F,N,5,E07
20160101000650,B0005,0,0,F,N,10,E03
20160101000654,D0001,0,0,F,N,5,C03
20160101000650,T0008,0,1,R2,R,20,A04
20160101000652,C0004,1,0,R3,L,194,E10
20160101000650,F0007,0,2,F,N,0,A05
20160101000650,D0009,3,0,F,N,65,B07
20160101000654,H0002,2,0,F,N,4,D06
20160101000652,L0006,1,0,F,N,20,D06
20160101000654,H0003,5,0,R3,R,40,C01
20160101000650,K0010,1,0,F,N,10,E01
20160101000652,B0005,2,0,F,N,20,E09
20160101000656,D0001,3,0,F,N,20,C07
20160101000654,C0004,2,0,L1,N,204,E09
20160101000652,F0007,5,0,F,N,25,A10
20160101000652,T0008,1,0,F,N,25,A08
20160101000656,H0002,1,0,L2,L,9,D05
20160101000652,D0009,1,0,F,N,70,B07
20160101000654,L0006,3,0,F,N,35,D09
20160101000656,H0003,0,1,F,N,2,C05
20160101000652,K0010,0,1,F,N,0,E08
20160101000654,B0005,1,0,F,N,25,E09
20160101000658,D0001,1,0,F,N,25,C01
20160101000654,F0007,3,0,L3,L,40,A04
20160101000654,T0008,2,0,F,N,35,A04
20160101000656,C0004,3,0,F,N,224,E04
20160101000654,D0009,1,0,F,N,75,B04
20160101000658,H0002,3,0,F,N,24,D09
20160101000658,H0003,1,0,L1,L,7,C04
20160101000656,L0006,0,1,F,N,25,D03
20160101000654,K0010,0,1,R2,R,0,E07
20160101000656,B0005,2,0,F,N,35,E08
20160101000700,D0001,2,0,F,N,35,C02
20160101000656,T0008,3,0,F,N,50,A04
20160101000658,C0004,4,0,F,N,75,E06
20160101000656,F0007,1,0,F,N,45,A04
20160101000700,H0002,3,0,R2,R,39,D03
20160101000656,D0009,2,0,F,N,85,B07
20160101000658,L0006,5,0,L3,L,50,D10
20160101000700,H0003,3,0,L2,L,22,C03
20160101000656,K0010,3,0,F,N,15,E07
20160101000658,B0005,1,0,F,N,40,E10
20160101000702,D0001,1,0,F,N,40,C09
20160101000658,T0008,4,0,F,N,70,A06
20160101000700,C0004,1,0,F,N,80,E09
20160101000658,F0007,5,0,F,N,21,A08
20160101000702,H0002,1,0,F,N,13,D02
20160101000658,D0009,3,0,F,N,100,B10
20160101000700,L0006,1,0,L1,L,55,D02
20160101000702,H0003,4,0,F,N,12,C04
20160101000658,K0010,1,0,F,N,20,E04
20160101000700,B0005,1,0,F,N,45,E09
20160101000704,D0001,3,0,F,N,55,C10
20160101000700,F0007,3,0,F,N,36,A06
20160101000702,C0004,4,0,F,R,110,E08
20160101000700,T0008,1,0,F,N,75,A07
20160101000700,D0009,1,0,R3,R,105,B01
20160101000704,H0002,0,3,L3,L,0,D10
20160101000704,H0003,0,1,F,N,2,C04
20160101000702,L0006,1,0,F,N,60,D10
20160101000700,K0010,1,0,F,N,25,E01
20160101000702,B0005,4,0,R1,R,65,E09
20160101000706,D0001,0,0,F,N,55,C08
20160101000704,C0004,2,0,L3,N,120,E08
20160101000702,F0007,4,0,F,N,56,A01
20160101000702,T0008,1,0,F,N,80,A08
20160101000706,H0002,5,0,F,N,25,D08
20160101000702,D0009,0,2,F,N,85,B04
20160101000704,L0006,3,0,L2,L,75,D08
20160101000706,H0003,1,0,F,N,7,C08
20160101000702,K0010,2,0,R1,R,35,E03
20160101000704,B0005,3,0,L1,L,80,E02
20160101000708,D0001,0,2,F,N,35,C09
20160101000704,F0007,0,1,R3,R,46,A03
20160101000704,T0008,3,0,F,N,95,A10
20160101000706,C0004,5,0,L3,N,160,E07
20160101000704,D0009,3,0,F,N,100,B01
20160101000708,H0002,3,0,F,N,40,D09
20160101000708,H0003,2,0,F,N,17,C05
20160101000706,L0006,1,0,L1,L,80,D08
20160101000704,K0010,1,0,F,N,12,E05
20160101000706,B0005,2,0,F,N,90,E08
20160101000710,D0001,2,0,F,N,45,C01
20160101000706,T0008,3,0,F,N,110,A07
20160101000708,C0004,5,0,R2,N,200,E08
20160101000706,F0007,3,0,F,N,61,A09
20160101000710,H0002,3,0,F,N,55,D05
20160101000706,D0009,2,0,R2,R,33,B01
20160101000710,H0003,1,0,F,N,22,C05
20160101000708,L0006,1,0,F,N,85,D05
20160101000706,K0010,0,1,F,N,2,E06
20160101000708,B0005,5,0,F,N,115,E02
20160101000712,D0001,0,1,F,N,35,C07
20160101000710,C0004,3,0,F,N,220,E03
20160101000708,T0008,2,0,L3,L,36,A02
20160101000708,F0007,4,0,F,N,81,A09
20160101000708,D0009,2,0,F,N,43,B04
20160101000712,H0002,5,0,L2,L,80,D05
20160101000710,L0006,0,1,F,N,75,D10
20160101000712,H0003,0,1,R1,R,12,C01
20160101000708,K0010,2,0,F,N,12,E10
20160101000710,B0005,3,0,R3,R,130,E08
20160101000714,D0001,4,0,F,N,55,C03
20160101000710,T0008,3,0,F,N,51,A04
20160101000710,F0007,3,0,F,N,96,A05
20160101000712,C0004,0,2,R2,R,210,E05
20160101000714,H0002,0,1,F,N,70,D05
20160101000710,D0009,1,0,R2,R,48,B08
20160101000712,L0006,3,0,F,N,90,D02
20160101000714,H0003,1,0,F,N,17,C06
20160101000710,K0010,0,1,F,N,2,E08
20160101000712,B0005,0,1,L1,L,120,E02
20160101000716,D0001,2,0,F,N,65,C07
20160101000712,F0007,1,0,F,N,101,A02
20160101000714,C0004,2,0,L3,N,220,E01
20160101000712,T0008,0,0,F,N,51,A05
20160101000712,D0009,2,0,F,N,58,B10
20160101000716,H0002,1,0,F,N,75,D08
20160101000716,H0003,0,1,F,N,7,C10
20160101000714,L0006,2,0,F,N,100,D02
20160101000712,K0010,1,0,F,N,7,E10
20160101000714,B0005,2,0,F,N,130,E07
20160101000718,D0001,0,1,F,N,55,C10
20160101000716,C0004,4,0,L3,N,75,E05
20160101000714,T0008,0,1,F,N,5,A05
20160101000714,F0007,0,1,F,N,91,A02
20160101000718,H0002,2,0,L1,L,85,D05
20160101000714,D0009,3,0,R2,R,73,B06
20160101000718,H0003,0,1,R3,R,0,C03
20160101000716,L0006,4,0,F,N,36,D06
20160101000714,K0010,0,1,F,N,0,E07
20160101000716,B0005,1,0,F,N,135,E08
20160101000720,D0001,0,1,F,N,45,C04
20160101000716,T0008,1,0,F,N,10,A06
20160101000716,F0007,1,0,F,N,96,A07
20160101000718,C0004,3,0,F,L,95,E01
20160101000716,D0009,1,0,F,N,78,B09
20160101000720,H0002,4,0,F,N,105,D08
20160101000718,L0006,0,2,F,N,16,D07
20160101000720,H0003,0,2,F,N,0,C03
20160101000716,K0010,1,0,F,N,5,E02
20160101000718,B0005,0,1,F,N,125,E04
20160101000722,D0001,0,1,F,N,35,C03
20160101000718,T0008,4,0,F,N,30,A05
20160101000718,F0007,1,0,R2,R,30,A04
20160101000720,C0004,4,0,R1,L,125,E03
20160101000718,D0009,3,0,F,N,93,B03
20160101000722,H0002,0,0,F,N,105,D08
20160101000720,L0006,1,0,F,N,6,D02
20160101000722,H0003,1,0,R1,R,5,C10
20160101000718,K0010,3,0,L2,L,6,E02
20160101000720,B0005,0,0,F,N,125,E08
20160101000724,D0001,1,0,F,N,40,C04
20160101000720,F0007,0,2,F,N,10,A03
20160101000722,C0004,4,0,L3,N,155,E04
20160101000720,T0008,1,0,F,N,35,A04
20160101000724,H0002,3,0,F,N,120,D08
20160101000720,D0009,1,0,L1,L,98,B01
20160101000724,H0003,1,0,F,N,10,C10
20160101000722,L0006,0,0,F,N,6,D03
20160101000720,K0010,0,0,L2,L,6,E07
20160101000722,B0005,0,0,F,N,125,E07
20160101000726,D0001,2,0,F,N,50,C08
20160101000724,C0004,5,0,F,N,195,E06
20160101000722,F0007,0,0,F,N,10,A08
20160101000722,T0008,1,0,F,N,40,A04
20160101000722,D0009,1,0,R3,R,103,B06
20160101000726,H0002,0,2,F,N,100,D05
20160101000726,H0003,4,0,L1,L,30,C06
20160101000724,L0006,1,0,F,N,11,D10
20160101000722,K0010,3,0,F,N,21,E03
20160101000724,B0005,1,0,L3,L,130,E05
20160101000728,D0001,1,0,F,N,55,C07
20160101000726,C0004,3,0,L3,N,215,E03
20160101000724,F0007,0,0,L1,L,10,A02
20160101000724,T0008,1,0,L2,L,45,A07
20160101000728,H0002,1,0,F,N,105,D06
20160101000724,D0009,4,0,F,N,123,B02
20160101000726,L0006,1,0,F,N,16,D01
20160101000728,H0003,1,0,L2,L,35,C07
20160101000724,K0010,2,0,F,N,31,E03
20160101000726,B0005,1,0,F,N,135,E09
20160101000730,D0001,0,2,F,N,35,C09
20160101000726,F0007,0,1,F,N,0,A06
20160101000726,T0008,1,0,F,N,50,A09
20160101000728,C0004,0,0,F,L,215,E03
20160101000726,D0009,3,0,F,N,138,B09
20160101000730,H0002,0,0,F,N,105,D02
20160101000730,H0003,1,0,F,N,40,C10
20160101000728,L0006,2,0,F,N,26,D02
20160101000726,K0010,1,0,F,N,10,E08
20160101000728,B0005,1,0,F,N,140,E06
20160101000732,D0001,1,0,R2,R,12,C08
20160101000728,T0008,1,0,R1,R,55,A05
20160101000730,C0004,5,0,L2,L,250,E03
20160101000728,F0007,1,0,F,N,1,A03
20160101000732,H0002,1,0,F,N,110,D03
20160101000728,D0009,0,0,F,N,138,B05
20160101000730,L0006,1,0,F,N,31,D03
20160101000732,H0003,0,1,F,N,30,C10
20160101000728,K0010,0,2,F,N,0,E07
20160101000730,B0005,0,2,R3,R,120,E05
20160101000734,D0001,0,1,R3,R,2,C10
20160101000730,T0008,1,0,L2,L,60,A03
20160101000730,F0007,3,0,R2,R,16,A03
20160101000732,C0004,1,0,F,N,250,E09
20160101000734,H0002,3,0,R2,R,125,D06
20160101000730,D0009,0,2,F,N,118,B07
20160101000734,H0003,0,2,F,N,10,C04
20160101000732,L0006,1,0,R2,R,36,D06
20160101000730,K0010,4,0,F,N,20,E07
20160101000732,B0005,2,0,F,N,130,E01
20160101000736,D0001,2,0,L2,L,12,C01
20160101000732,F0007,0,0,F,N,16,A05
20160101000734,C0004,3,0,R2,R,250,E09
20160101000732,T0008,3,0,F,N,75,A07
20160101000732,D0009,1,0,F,N,123,B04
20160101000736,H0002,0,0,F,N,125,D10
20160101000734,L0006,2,0,L2,L,46,D02
20160101000736,H0003,0,3,R2,R,0,C09
20160101000732,K0010,3,0,L3,L,35,E08
20160101000734,B0005,0,2,F,N,110,E08
20160101000738,D0001,1,0,F,N,17,C09
20160101000736,C0004,2,0,R1,N,250,E03
20160101000734,F0007,1,0,F,N,21,A10
20160101000734,T0008,1,0,F,N,80,A07
20160101000738,H0002,5,0,F,N,150,D01
20160101000734,D0009,2,0,L1,L,133,B04
20160101000738,H0003,1,0,F,N,5,C05
20160101000736,L0006,1,0,L1,L,51,D04
20160101000734,K0010,3,0,F,N,50,E09
20160101000736,B0005,1,0,F,N,115,E02
20160101000740,D0001,1,0,L3,L,22,C09
20160101000736,F0007,5,0,F,N,46,A05
20160101000736,T0008,3,0,F,N,95,A01
20160101000738,C0004,5,0,R2,N,250,E04
20160101000736,D0009,1,0,F,N,138,B06
20160101000740,H0002,2,0,R2,R,160,D10
20160101000738,L0006,0,1,F,N,41,D10
20160101000740,H0003,2,0,F,N,15,C07
20160101000736,K0010,0,1,F,N,40,E07
20160101000738,B0005,0,0,F,N,115,E03
20160101000742,D0001,1,0,R2,R,27,C08
20160101000738,F0007,3,0,F,N,61,A09
20160101000738,T0008,3,0,F,N,110,A04
20160101000740,C0004,1,0,R3,N,75,E06
20160101000738,D0009,3,0,F,N,153,B07
20160101000742,H0002,1,0,R3,R,165,D03
20160101000740,L0006,0,2,F,N,21,D10
20160101000742,H0003,3,0,F,N,30,C07
20160101000738,K0010,0,1,F,N,30,E05
20160101000740,B0005,1,0,F,N,120,E05
20160101000744,D0001,5,0,F,N,52,C01
20160101000740,F0007,3,0,F,N,76,A03
20160101000740,T0008,4,0,F,N,130,A02
20160101000742,C0004,3,0,R3,L,95,E04
20160101000740,D0009,3,0,F,N,168,B05
20160101000744,H0002,3,0,R3,R,180,D09
20160101000744,H0003,5,0,F,N,55,C01
20160101000742,L0006,4,0,R3,R,41,D04
20160101000740,K0010,0,1,F,N,20,E08
20160101000742,B0005,0,2,F,N,100,E08
20160101000746,D0001,0,1,F,N,42,C04
20160101000744,C0004,1,0,F,R,100,E09
20160101000742,T0008,0,1,F,N,120,A09
20160101000742,F0007,1,0,F,N,81,A09
20160101000746,H0002,3,0,F,N,195,D10
20160101000742,D0009,0,3,L2,L,138,B04
20160101000746,H0003,2,0,R2,R,65,C02
20160101000744,L0006,1,0,F,N,46,D10
20160101000742,K0010,0,0,L1,L,20,E07
20160101000744,B0005,3,0,L3,L,115,E09
20160101000748,D0001,2,0,F,N,15,C03
20160101000744,T0008,0,1,F,N,26,A09
20160101000746,C0004,3,0,F,R,120,E09
20160101000744,F0007,3,0,F,N,96,A06
20160101000744,D0009,3,0,F,N,153,B03
20160101000748,H0002,1,0,F,N,200,D05
20160101000746,L0006,1,0,L3,L,51,D04
20160101000748,H0003,1,0,F,N,70,C07
20160101000744,K0010,3,0,L3,L,35,E06
20160101000746,B0005,1,0,F,N,120,E01
20160101000750,D0001,0,0,F,N,4,C08
20160101000748,C0004,4,0,L2,N,150,E08
20160101000746,F0007,3,0,F,N,111,A09
20160101000746,T0008,0,1,R2,R,16,A09
20160101000750,H0002,0,1,F,N,190,D03
20160101000746,D0009,1,0,L2,L,158,B10
20160101000750,H0003,3,0,F,N,85,C10
20160101000748,L0006,2,0,F,N,61,D07
20160101000746,K0010,0,0,F,N,35,E09
20160101000748,B0005,3,0,F,N,135,E06
20160101000752,D0001,2,0,F,N,14,C05
20160101000748,F0007,0,0,F,N,111,A07
20160101000748,T0008,2,0,F,N,26,A07
20160101000750,C0004,4,0,F,N,180,E10
20160101000748,D0009,0,0,F,N,158,B10
20160101000752,H0002,2,0,F,N,200,D03
20160101000750,L0006,2,0,F,N,71,D07
20160101000752,H0003,1,0,F,N,90,C06
20160101000748,K0010,2,0,F,N,45,E03
20160101000750,B0005,3,0,F,N,150,E07
20160101000754,D0001,0,1,L2,L,4,C06
20160101000750,T0008,2,0,R2,R,36,A10
20160101000750,F0007,0,2,R3,R,91,A09
20160101000752,C0004,4,0,R3,N,210,E03
20160101000750,D0009,1,0,F,N,48,B03
20160101000754,H0002,0,1,F,N,190,D06
20160101000754,H0003,1,0,F,N,95,C06
20160101000752,L0006,0,0,F,N,71,D06
20160101000750,K0010,3,0,F,N,60,E07
20160101000752,B0005,1,0,F,N,155,E05
